@relation 'Graduation trends - generated data - not real students'

@attribute initialMajor {ART,CRIM,COMP,NURS,PHYS,ATRA,ENSS,MECE,BIOL,ENV,ZOOL}
@attribute ACT numeric
@attribute HSGPA numeric
@attribute actMath numeric
@attribute graduateInInitialMajor {0,1}

@data
ART,23.705710968666047,3.946499964647989,17.93112818386498,1
COMP,16.14510577254244,2.7186763331424846,22.775122565816552,0
NURS,22.17485467454521,4.108675029586543,21.729686033753715,1
ART,25.11318656143998,3.9712137029067005,13.525970202670377,0
ART,26.40940408255393,3.5611848503413324,18.03850717144479,0
ZOOL,25.534463396327524,2.69979802738847,27.233351839921564,0
CRIM,16.62683687837807,4.276591994763871,20.728290051879476,1
ART,18.449542990127526,2.64527198221961,20.826599576440596,0
NURS,21.686766414900223,3.4484871593191495,22.783831957190696,0
MECE,28.446880927521626,3.9071641957662067,21.020869199033832,1
NURS,19.186670221354962,3.996676610312135,20.41168644060075,0
NURS,21.911278736310503,1.9954982645619128,19.5646162819453,0
BIOL,24.121570660016204,3.3440382683138616,25.225492757355113,1
ATRA,23.92532464524711,3.121193573977184,19.453238932069095,0
ART,21.88299823013403,2.7107992415077615,11.933663155819566,0
COMP,23.8944937974201,1.700991261613981,25.623763629857574,1
ENV,20.900415033605825,2.4490131170508347,24.970613086341636,0
ART,18.262167294675617,2.6381602365586736,24.718214486266096,0
ART,18.196154375461525,3.857106818778517,23.89792856310759,0
NURS,20.185304662032436,2.5290429868537476,16.06243226090867,0
NURS,13.438059503805661,2.946174132387729,17.676586288831494,0
ART,23.127933294711895,3.5909300626881735,20.543142152131978,1
BIOL,29.568551060736894,2.4101673480517505,16.89514085213839,0
MECE,23.50721958991573,3.614829525245295,27.63957763389239,1
ENV,22.990984386687764,2.188808470586511,27.467560842670736,1
NURS,22.814020134757982,2.785744241854556,23.752439969444087,0
ART,21.89033262786434,3.470393042841894,14.300291973108191,1
ART,13.821525590534588,3.8236863528505665,19.748669350163922,1
ZOOL,22.15789058423386,3.917680478656065,25.711471591279068,1
ART,19.182636988636087,3.449053710230149,16.98439484138913,1
ATRA,26.041958005560854,2.7032076833811414,19.642199950308857,0
ZOOL,11.668663679979135,3.339232456012004,22.97998074559238,0
CRIM,22.836021086117064,3.313991252377512,20.873613177786677,0
COMP,30.464578508714233,3.37397968233242,29.49266687617988,0
ENSS,21.587563473527233,3.040099175365928,21.088810845826956,1
NURS,23.016065809929547,3.565125454125305,22.005453056292954,1
CRIM,23.83282303840174,3.688433879944864,17.287496762104656,1
CRIM,14.885006085581864,3.921424420956284,18.028834897030578,0
NURS,28.921159703044836,3.1357363535653366,17.190968568120812,0
ENSS,25.053931051902303,2.795710853987652,22.49526606922177,0
COMP,26.2476284851391,2.977937499566822,25.34003774710072,1
CRIM,21.183678996372883,1.589729065918218,18.627622310894914,0
ART,29.614648188371227,3.1117302360812564,19.399520762761806,1
ART,21.940955742368967,3.194678194342404,18.2596841907138,1
NURS,18.313759198286377,3.5504725471936696,13.312410279420972,0
BIOL,21.68393886086333,3.6699848861739133,18.052755566160663,0
CRIM,18.01811516459137,3.113037660402072,18.964149703117513,0
ZOOL,22.003593291030224,4.539428585983203,16.85250579743948,1
NURS,28.859580866546857,3.5560454569197986,23.76867077970601,1
ART,27.18019093966049,3.0900558115638486,20.21945645001803,0
NURS,17.962341318298968,3.3762400599249642,18.8524747122507,0
ATRA,22.3618342830081,3.607090312120699,23.33781812049699,1
NURS,22.89990340501915,2.8300911387641556,19.32772308550411,0
ART,16.35939841419117,3.2112954528782467,17.154979125070152,0
ART,29.231929849988948,2.7492655911652313,26.533076967647876,0
ENSS,17.93179195841685,2.1732419304850064,22.417448385992977,0
ART,24.346686042402062,3.6134284496977664,18.332293299893475,0
NURS,25.386152010671985,3.8973613183883913,22.018447982626412,1
ART,25.520050192467178,3.1821607363459936,14.77641622489108,0
ATRA,17.963547067646413,3.1727296292770086,19.09344290167977,0
NURS,17.852307921760925,2.8659088425665966,17.92345024488195,0
ART,26.591588584927642,2.9486496254857304,19.489843348717997,1
NURS,25.40985946202903,3.267825980501423,21.716662054846417,0
PHYS,25.607268539626805,3.510387694596953,26.35879663512198,0
COMP,20.329631073188057,3.748737523509946,18.587874315634462,0
ART,17.543995469893304,2.345447474790948,18.444335392285154,0
ENSS,19.682006428648496,3.153314196794009,23.71778831901411,0
NURS,22.118580554234356,4.294280860819995,19.86966761881262,0
ART,24.380528892448616,2.991747649943287,21.04121926943222,1
NURS,22.838155361003412,3.378391275989719,22.14972029463602,0
CRIM,17.054638439011,2.9198190918130447,18.332781193084806,0
NURS,20.445466915373117,3.2199307083484916,13.631683578015469,0
MECE,18.421640146033358,3.262748352320605,23.49530188756863,0
ENV,23.834582519764012,3.5432057474886576,22.213058548780616,0
BIOL,23.264923577644304,2.066321097650512,21.144074354549147,0
ART,26.84510481029934,3.2721610045633667,26.87075883680176,1
MECE,27.512664407932462,2.723868135903314,19.575673722071322,1
ART,19.776657298191513,2.469220533420312,25.795937590239774,0
ART,19.337904145093763,2.696277100094711,17.477338296454008,0
ART,24.175006996519365,2.4329649929583477,21.596429497608902,0
ATRA,24.908234606040335,3.181584718712105,27.10491676314048,1
ZOOL,22.787859726593855,3.4699119174383575,20.371887314521235,0
CRIM,18.1239240234192,2.7397627435698393,20.13151832830874,0
NURS,23.47080042742851,3.836207726503948,19.946045391813545,1
ART,22.44041502105352,4.172471574705709,16.067343015822306,0
ART,21.298214140436098,2.4093239312758503,23.95626091949095,0
ART,26.733877571133817,3.803726441889155,28.575190842466974,1
ATRA,24.93873970274273,1.89159835726659,21.823030193095658,0
ZOOL,21.859064517363723,3.0116759352362945,19.701363545551224,0
CRIM,22.87017436876926,2.921942343810472,21.892665646385566,1
MECE,23.329916615477075,1.813658053949632,19.426766018293847,1
ART,20.87744541048812,2.9553497726805573,21.700386180321857,0
NURS,18.7727339682146,2.257534553858622,15.924249964041739,0
ART,25.426352754955698,2.2822489640205434,18.95834112621778,0
ATRA,23.37500186145276,3.7983760883091793,25.514059123678667,0
NURS,23.283381915121684,3.52555753781259,26.282231631302334,1
ZOOL,23.705947154046694,3.7994965114383046,22.97594959864098,1
ENV,24.94625010323612,2.8424345292892848,24.78087237267412,1
ART,24.083443039736103,5.01149990057398,18.49880952656205,0
ENSS,19.36002086115341,3.2869738178144807,19.684891661232456,1
NURS,21.990370445813593,3.1273227028702166,21.22949743114468,0
MECE,26.905884348505396,3.321182234182452,26.908561384735727,0
ATRA,20.480379250001164,1.434899980579785,15.549994365076849,0
ART,23.36831926618151,3.7210824239624127,21.589414809932165,1
NURS,23.58448242414411,3.561496686114186,17.54655508999064,0
BIOL,29.33149614702674,3.32127714105736,24.450956015968213,0
COMP,16.747699540009947,2.6708910975005393,24.668386607956613,0
ZOOL,25.023251395279146,3.3963526527604406,22.35650562834358,0
ENV,22.143261226840355,2.9445329702142704,19.58130577247882,0
ZOOL,22.569958893464385,3.836105052754135,23.24619021553886,0
NURS,21.91805242561875,3.025426339663311,16.096626698668636,0
ART,17.62948098714501,3.8312971082707805,17.543206898768815,0
ENSS,19.080243329405175,3.8277513198191806,20.717626370706192,1
BIOL,17.709579532445076,2.791663471211335,29.949535317240965,0
ENV,22.794929659976013,2.5370375535451593,16.215876069918416,0
CRIM,22.427814208279255,3.0463281760755834,15.75356960173921,0
ART,35.104539861726735,3.187066989295012,23.924902075773137,0
NURS,26.066909315762896,2.6211098385370586,21.585725547458907,0
CRIM,22.589241026628873,3.5274469259995422,22.269658783547772,1
NURS,14.352261847932358,3.2670381435614546,14.492233382513975,0
ENV,23.50889823551024,2.9115816747425387,25.057834874185104,0
NURS,25.16621768732883,3.4794859954843416,29.96901945066137,1
NURS,17.791964524151826,2.800347055523464,19.884373613041962,0
ATRA,28.703239284292362,2.695909496203663,19.40442318124344,0
ART,27.630547051008136,3.1767164878035006,25.009244819928067,1
ENSS,20.55432716781433,3.4544511222972902,32.59383376137568,1
ART,22.22017216642819,3.135584924219853,24.136261406741934,0
CRIM,16.329563674811553,2.514883425608463,20.61440618220003,0
CRIM,16.231823672349723,2.8641618426106485,24.8348596684997,0
NURS,21.64929983892217,3.298867199844738,21.22343229411024,0
CRIM,15.813778881953105,2.3922013089500744,12.72962579840457,0
NURS,17.525165825310186,3.512067184807156,19.205000230972452,0
ENSS,22.11091878738021,3.082724718244986,26.599325685468084,0
ART,26.830567165061733,2.9023108993764244,22.692821471013115,0
ART,19.612037665347017,2.3698838820242614,16.696256250392572,0
NURS,23.654897422808297,3.8551069500587047,21.139957060766946,0
ENV,19.217808773636854,2.2008131260198693,18.411695479414856,0
ART,24.508447061423055,4.033950293161117,24.11592344827178,1
ENSS,19.922070300612724,3.937758777992939,25.443652734716636,1
ART,21.03940338255671,2.7879959675277526,18.064802918436254,0
NURS,18.98078116457254,2.5407709144416826,28.04455024211868,0
NURS,18.2842197681222,2.926348324120461,14.98233690857381,0
CRIM,19.385837442196635,3.5060239858475377,12.595735050062789,0
COMP,27.86652787134089,2.510361722051603,20.083632597085792,0
PHYS,27.719668267749345,3.5212362115196085,22.471428489150206,0
ART,19.4227040807037,2.6269906816282793,16.744064710186105,0
ENSS,18.859952882802013,3.0538506368454073,16.822141189644984,0
NURS,24.263384447283002,3.3847841625239576,21.381100792029446,1
ART,27.11464364538171,3.9745136070422955,20.63404876889734,0
ART,21.294774582534767,3.801176472901574,20.15227941796513,0
NURS,19.453579081712935,3.6271188536368424,16.465181968700946,0
CRIM,18.09731208306337,2.978681548907481,19.837483974599323,0
NURS,25.355982044824486,3.770269458176418,13.611650654241544,0
BIOL,28.543947287437557,2.9652204795162547,17.69767007288323,0
NURS,22.96026867466296,3.491551752371823,13.39520944991888,0
NURS,20.49150882339626,3.4352467265560733,20.418851081977333,0
ZOOL,29.893132444356155,3.2570504416108887,22.544014171601894,0
NURS,22.7671549000228,2.8812154958592133,23.749642344058554,0
ART,23.379308300223236,2.685731060903919,21.657471114690377,0
NURS,19.37306923198947,3.629826911862059,25.449211729143133,1
ENSS,18.240736616076937,3.009504405460407,23.213009786581278,1
ENSS,20.721463059500397,2.8705493087871155,17.453379356507355,1
NURS,15.735068834984249,2.9064506277289546,18.839539574590965,0
COMP,21.805318801988665,2.4907819909557185,17.997177218787456,0
COMP,27.800744181422104,2.903762607691963,22.72891748747453,0
COMP,27.714290682543,2.357634584465841,19.943659444686332,0
ENSS,21.247999412779034,4.118546503618001,26.48269457924305,1
CRIM,26.017115611248382,3.1785528767037143,22.97587866031972,1
CRIM,19.918128064584273,1.7207082327875503,21.957904559049787,0
ENV,22.960588999367072,1.8448066929896783,21.84510027563813,1
ART,23.978338626252654,2.7383900088578716,18.477524188801265,0
NURS,16.525955203453258,2.818679321420407,16.284739617163787,0
ART,30.080331678972605,3.531701386542243,29.89690703302781,1
ZOOL,27.60358987736015,3.875291069161779,22.444866363883797,0
NURS,17.372909028435682,2.7798666798413616,28.470159667539694,0
ZOOL,17.325097591392424,4.091441977212502,24.586568438630753,0
ART,21.843850940960476,2.8885478168573075,25.26754185410476,0
BIOL,16.456696669816022,2.6616522047462703,27.72070858035699,0
ENV,28.7280590331858,3.297720151393218,29.190985976598213,0
ATRA,23.903823190348497,2.8666794890219975,23.340822447147676,1
ART,18.49555226045345,3.311051265259967,30.898595276252323,0
ENSS,24.013673725316316,2.930087895618686,23.26412858475243,0
MECE,22.410093604442107,3.7011684414028454,26.21233066001945,0
COMP,21.585804841564954,2.730404916079764,24.5479784564837,1
ATRA,19.595775220180343,3.0566088194585,23.61287724458331,1
NURS,23.16834342124208,3.896409053288107,23.678207801706545,0
ART,15.770280162085847,2.193918142443971,21.45890921123828,0
BIOL,16.99169294518352,3.065653091565572,17.864613976874185,0
ATRA,30.438324271424907,3.296743953782975,23.216575905221884,1
CRIM,15.83518025677063,3.5442106229208896,17.70748587973685,0
NURS,22.94622036578861,2.753101321861391,18.826206510515135,0
ART,30.122473344274034,2.743217155324006,21.720755399204926,1
CRIM,22.32352736227152,3.0402433601382484,12.298143651686896,0
BIOL,24.760085104466757,3.9666566566670785,23.094928179546997,1
ART,18.16239455788957,3.7590768292901307,27.868768638038723,1
ART,25.398980833391015,3.105030189370357,23.714898481881796,1
ART,20.070561246740954,3.1296351265206015,22.84913355663275,1
MECE,25.800054427540186,1.8003286082232806,20.012060933865815,0
ART,21.043753309784734,2.0106964803645146,18.04383165865439,0
ART,20.05099227741284,3.1131892137266703,19.627619405488254,0
CRIM,23.71581786954261,3.4654050011896746,17.191604878714465,1
NURS,23.515437182111263,3.0053530150155314,21.301466272129975,0
ENSS,22.33844299189948,3.4139005831858222,26.839870033805912,0
CRIM,19.583962341568867,2.328709323884996,22.75662586521291,0
CRIM,23.1170229841347,3.244413289243668,17.60450092930029,0
NURS,22.056195419330102,2.8238023397408836,17.591044681700513,0
ART,27.204802376344144,3.984556141214727,20.87728394889776,1
ART,22.975563832374238,3.9457805683623874,25.899761425224913,1
PHYS,26.687129424710722,4.052860786045187,26.55385490945827,0
ENSS,26.501126726046717,2.090371199348543,22.233348626694607,0
NURS,20.8581780888183,2.9552430843425004,22.15824239536719,0
CRIM,20.740947739121342,3.988885068205637,18.253477928254576,0
NURS,22.79645200455596,2.971767154208962,28.30175216161254,0
NURS,24.073475712354035,3.119213283497461,23.675262821339576,1
ART,26.716116299900342,2.3784193031869183,13.35229423569432,0
NURS,18.977608230863083,3.830592175227957,22.769176189355633,1
ART,14.527776398753105,2.392134013649941,16.755924356693047,0
COMP,28.365176557277945,2.663383084493942,22.90377820432622,0
ZOOL,26.442654879880354,4.189324813450802,23.23214171407801,1
ART,26.732509186604894,2.7095800465954296,22.717353290021116,0
ZOOL,24.535148469431462,3.836005744374651,28.14144993981026,1
ATRA,25.36217340028993,3.80518804673678,24.0415046293523,1
ATRA,25.166440963026126,3.5237649857693674,19.63540534720559,1
NURS,23.309211545331763,3.897495631099003,17.102919453792804,1
MECE,22.904793354379898,2.6132930234194576,27.618869034115725,1
CRIM,25.999499928859823,2.875768416405516,16.603266217238673,0
NURS,25.02717692960499,2.96230921366199,21.65431884182357,0
ART,15.46762366981215,3.3752404365141224,21.086459056112066,1
ART,21.42716377028068,2.9500690706728854,23.19797002274172,0
MECE,30.94706940721045,3.5279814156451077,20.928235395674633,1
ZOOL,25.294673590119547,2.473857404014772,23.313942379322526,0
PHYS,23.111763511254374,4.402384479035291,21.28982492987545,0
NURS,20.343129621650178,3.5981396657814906,26.073659169719267,1
NURS,20.730816446059592,3.19799127779631,31.49683068181714,1
ART,24.42473617175053,2.612763634481888,20.93897719275778,1
NURS,21.201514049242448,2.788019144608628,17.36550488677865,0
ART,30.740465376612526,3.1997073224888104,19.859111241154388,0
PHYS,22.79699721189529,3.9091136176450605,21.056400988326818,0
ENSS,19.440706439506357,2.7839336529131193,22.19907654250777,0
NURS,30.501352985360185,4.211796278563541,21.181305100269753,1
NURS,20.849249843201317,2.156500391924771,20.358047491903438,0
COMP,31.22054356241708,3.1935974440384904,32.66383871571007,0
ENV,28.002737847651083,2.1906365685044205,21.54315918869648,0
NURS,19.583688205637117,1.6673934215350872,17.558736455991664,0
COMP,19.97275492518252,2.329040420447682,25.76597861451652,0
CRIM,22.759398388328247,4.167692104968317,12.22632868363211,1
NURS,23.557009071504748,2.677592705454217,22.039742071136853,0
ART,25.660183340933223,3.492875491958319,27.42565831242179,0
CRIM,25.83770764534918,3.2393958012026736,24.77957764560135,1
ART,18.26137010873897,3.37841040264292,19.888182193617777,1
MECE,23.602225910522932,2.454484796048825,26.550771472456073,0
NURS,23.230658487003364,2.849049238415995,18.29799265785017,0
ART,20.315325395821546,3.029930426124178,27.99728251689762,1
COMP,29.137707140350877,2.7706294516872103,24.204421932593235,0
NURS,19.920717960251558,3.561625190720858,21.750785493216885,0
BIOL,27.393608294688903,3.434004540204338,20.792662283318585,0
ART,23.468659140844508,2.7821770459017827,13.771518532196803,1
PHYS,30.925155531587166,3.0414409979946955,27.58271979107939,1
ART,26.55709554244512,3.705893551502313,19.95062568194488,0
ENSS,19.7651341505488,3.6062284324950626,17.68639498801863,0
ART,25.583505164959607,2.51481582499095,24.173136463406767,0
ART,19.28268629150206,2.2517395865769028,20.09200730979027,0
BIOL,22.22842841653177,3.1940083835805715,15.523060343990885,0
ART,18.33993793397625,3.956099520581309,21.090897549004882,1
NURS,25.703836279288186,3.409428686737778,20.576763179795353,1
CRIM,26.952507407671725,3.626559234086855,22.76813888686493,1
ZOOL,17.17497559016337,1.9986423154892876,17.163642978200897,0
CRIM,21.09183504747869,1.9470450135659116,18.0511858608969,0
ART,22.297824927637087,2.833186157836775,13.543338379793166,0
ENSS,20.552371846688587,3.2225565472001225,20.137833515651923,0
ENV,25.1772556388672,3.5212545263260324,22.854777104406153,0
ART,20.523000210614892,4.392225894644757,35.789877003705584,1
ATRA,21.013762933565623,3.443336818238186,20.043562263725462,0
CRIM,22.883124740995036,2.6069974301136196,21.9107562241927,0
NURS,20.57103250004477,2.494644511921239,18.73589156664777,0
NURS,19.468286301468602,1.7050473548765999,20.055037318666095,0
ZOOL,20.47195887961996,2.364677424639698,17.60296357671419,0
BIOL,25.34520567352682,4.085919595284204,23.861371590201667,1
CRIM,19.992145118486423,3.1004804887900814,19.75699118631212,0
ART,18.44167554847251,3.1804652836913085,17.824699035202816,0
ENSS,19.115320239244177,2.5236999684725023,25.427633725962057,0
ART,15.762791730435563,1.952478433523151,18.1856433954421,0
NURS,28.199148651762876,3.9640973731814415,22.709953036498252,1
COMP,29.045190313847016,2.541887003302796,21.00952095547343,0
MECE,19.943356184236904,2.741701497170422,22.040548950032107,0
NURS,17.642894429035923,2.803386643312236,17.613649243295324,0
ATRA,19.7694263756816,3.6066014250324017,24.191171834727253,1
PHYS,24.42949343703093,3.8422785628417717,19.966644691363165,1
ATRA,22.507909656420562,3.9369828550771784,20.963974636997364,0
ART,23.924242091532214,3.008229798157902,19.650059179859863,0
ART,22.601944200603466,3.17442833380395,21.351618395072865,0
ZOOL,24.989028247985484,3.236039309216007,19.27731954755809,0
MECE,22.65694887657602,3.304222851282967,28.043465492117907,0
COMP,18.766897770991097,3.5882207604314758,21.73859000236061,0
CRIM,21.279590233135984,1.855992540314887,22.207539121442043,1
ENSS,17.45269610973813,2.259736207041949,19.64546059653476,0
ART,22.528795202647665,2.9489882378509735,16.50449752388659,0
ATRA,15.593515345940187,3.397839305871085,26.841628311820774,0
NURS,28.90239656830472,3.419897342070417,25.22417875682688,1
NURS,20.347179352655065,2.275465071424516,21.082940396232058,0
ZOOL,21.834031074737947,3.678829614219504,27.646446607331885,1
PHYS,26.570105068695945,3.687230158668112,26.712387434282263,0
ART,22.166754448562994,2.446284450462475,23.40451684419537,0
CRIM,23.261915205116505,3.2422338927084193,14.084332013814866,1
ART,24.700105872005103,3.097551521210061,19.28074403342661,0
CRIM,22.35678188219535,2.434105265844164,18.42837238097082,0
ZOOL,23.22964657317867,2.2783003728431197,26.289259347016714,0
NURS,17.006464728540664,1.593130025855921,21.084455014370842,0
MECE,26.47235958032951,3.547922171686147,25.42752743439954,0
ENSS,14.07628196881462,3.3107246872356506,25.108863502048123,1
BIOL,18.215831076429183,2.601914871558607,29.5159691545234,0
BIOL,19.449593497102626,3.8300029490216128,21.07018620962292,0
PHYS,25.160574600498165,3.4661915997222024,27.259344230107974,0
NURS,17.345924046713016,3.724331366512553,23.418038562708443,1
ART,18.39455555076348,2.846206516925884,22.652045651350655,0
CRIM,22.769129790710135,2.867196768507406,21.71416075255805,1
ART,33.47150933419366,3.3715624129804223,19.025784714194216,1
NURS,27.763712371154398,2.416330816988133,11.275759017562146,0
ART,25.628485225430794,3.3510024578319846,15.898864776378364,0
CRIM,19.212805897060992,2.5500838262963494,20.205462017937744,0
ART,24.888517307869233,3.231959603527688,24.74150650807553,1
ART,28.38148538258147,2.6552828298149653,19.309851659125925,0
CRIM,18.8508603166706,2.154423172073594,20.19298203463836,0
ZOOL,25.76757188358217,4.981809348483431,17.405033322174774,1
CRIM,22.682204737203634,2.452395458437395,18.422823596642935,1
NURS,22.0797997864428,2.23864838955792,20.049941668682248,0
PHYS,22.383728173216845,3.4261029556830684,21.739034037678188,0
ZOOL,25.868605256757093,4.146141159861168,16.054751392653888,1
ART,20.764606419829033,3.3885523197129506,23.630438382106554,0
MECE,19.578875493556232,2.712835775068748,23.541451120987958,0
ATRA,26.787360127553026,3.4074333151247522,19.25599859256937,0
ART,21.656114260279445,2.4247631353314585,20.210058421923527,0
ZOOL,21.071109663909937,2.4745641629710544,21.4832606513991,0
CRIM,22.611178892886763,2.4664823540196017,30.71785660620926,1
ART,23.602345129161524,3.3013038801877204,13.279698883121693,0
COMP,18.043965563042583,1.2870762913428977,28.501952647585714,0
NURS,21.81152907957617,3.4057166909669365,20.451543279240433,1
ENV,21.914178254630354,2.7954670287296715,23.0904537121824,1
ART,27.88392024567341,4.263023053532694,22.73402913641382,1
ATRA,15.570569024616669,3.534887844173706,14.13175796715284,0
ART,22.757292975951984,3.0686935785090115,29.514115914437554,1
MECE,24.791911669408787,3.7396324075551295,23.884316365941995,1
NURS,21.56592645403631,4.097670341130172,21.159223080819157,1
ZOOL,31.754761245557045,2.014356451458805,15.99682555046702,1
NURS,21.082824872613845,3.468533184888465,26.179870786005523,1
ART,27.437012925371004,4.023533249080731,24.256448416384686,1
ZOOL,26.612391694472123,1.5616128633607536,21.016143336566312,1
ART,23.04011905941436,3.4638366452810514,18.19815444106313,0
ZOOL,14.893992179336548,3.487436614928802,20.819838220732034,0
NURS,21.006857143056322,2.9867945923401122,23.017763003965808,0
NURS,27.692196543548413,3.0782557158968387,24.902121244551854,1
NURS,23.658482794518655,2.898873737937738,18.865814196308538,0
CRIM,18.253949524663312,3.365350924975836,28.404149976425735,1
CRIM,21.700745739445168,3.286770965038366,18.47673878006547,0
ZOOL,23.846033720519987,3.0455367138668206,36.81538150531923,1
ART,24.253350597363312,3.0388151941491155,17.19271389041313,0
NURS,18.42248905109531,2.8949607084708253,21.910728813699286,0
CRIM,21.541709714882025,3.253249886398312,24.288178108928008,1
NURS,25.14181580195252,1.7428222668518625,17.260864124411324,0
COMP,20.537604538832696,2.4061747110277922,17.17315460466534,0
PHYS,27.853729422416727,3.910952727366174,27.45936861532591,0
ART,24.562852790284992,2.8248897218894866,17.394034898432384,0
ART,21.268964507247425,4.033036946027785,27.05949435056485,1
ENV,18.826013584477426,3.428371266797358,24.889018364100913,0
NURS,21.032003644922845,3.6248041555330524,23.5559509599819,0
NURS,19.406755292554866,2.979696638171203,16.406222473873047,0
ZOOL,21.957113746184593,2.7298000889727265,24.585211526487544,1
ENV,22.70103761410806,2.6376103790318277,23.090389145528235,0
PHYS,23.66481069948323,3.9569056548769845,27.139107070303396,0
ART,17.96438221539608,3.940779490994733,18.431090712914212,0
CRIM,22.386805377400314,2.763475178678249,17.318603080702538,0
ENV,25.17411705319907,2.6649826055453,24.23018876262459,0
NURS,27.46466249048254,3.553848705218624,23.765643128783413,1
ART,19.69040285249082,2.687759218316715,17.38860106305542,0
BIOL,25.661089596119382,2.603298016194309,16.364502436452693,0
ART,21.837246275959945,2.8035560863439137,10.754767792016898,0
NURS,29.105750679382844,3.383800900200867,23.543936585323227,1
PHYS,29.935710782768055,2.854467826977416,24.927769933091835,0
ART,24.100794526878435,3.2482981457907325,20.38721781474004,0
ART,23.04259123886705,4.390647689805384,31.515696498574542,1
NURS,26.27120866645176,3.3156960098542836,20.88038297737322,1
ART,26.952513332697468,2.4986992272454915,24.663365266741934,0
NURS,26.367745974604798,3.015150317980673,19.656916143443475,0
ART,22.608780713423922,3.2680330266239155,18.846932360528157,1
BIOL,25.145045673660334,2.989221227865645,22.280002068063435,0
NURS,17.39807309876146,3.417790843139461,17.984503004104845,1
ENSS,23.26229566434142,2.4572233607784955,23.592952563278764,0
NURS,17.66743610566127,2.7142846469321027,25.62610737740708,0
ART,27.643151885587855,2.848010856270017,24.923710649509804,1
ENSS,29.514083347784595,2.742992567576612,24.413760566654794,1
NURS,23.147766675185434,3.8130435175892234,20.766098255477445,0
ENV,21.522257217718174,2.529662682461389,20.97231287395142,1
BIOL,27.108317887083327,3.7433961593529737,24.289314456841158,1
ART,22.453925845818834,2.0106731428055635,23.74991090745622,0
NURS,20.294581584979348,3.5034934210705027,26.33569421286699,1
ZOOL,15.736704863401906,3.350345622577468,25.095371622304025,0
ENV,21.8355767775594,3.4127725800954005,23.788439107275913,0
MECE,23.17120428614975,3.290017630357839,26.306193557086324,1
ART,24.535033970295757,4.198474519872191,11.25534418868907,0
